A00,A01,A02,A03,A04,A05,A06,A07,A08,A09,A10,A11,A12,A13,A14,A15,A16,A17,A18,A19,A20,A21,A22,A23,A24,A25,A26,A27,A28,A29,A30,A31,A32,A33,A34,A35,A36,A37,A38,A39,Y
14,12,1.4142,11,11,0,0,2,1.4142,0,2,1.4142,9,8,0.70711,9,8,0.70711,4,0,2.8284,2,2,0,11.615,9.6538,5.0541,7.4324,11.95,23.55,12.444,23.611,28.604,21.245,28.604,21.245,23,14.619,17.636,12.455,V6
9,9,0,12,3,6.364,1,4,2.1213,7,5,1.4142,2,2,0,2,2,0,0,0,0,0,0,0,8.9388,5.5306,5.4314,11.118,11.519,23.407,10.884,27.849,28.815,24.074,28.815,24.074,0,0,0,0,V7
12,11,0.70711,11,12,0.70711,2,13,7.7782,5,15,7.0711,0,0,0,0,0,0,12,8,2.8284,12,11,0.70711,10.434,6,7.2917,8.9583,12.458,21.625,11.796,25.296,0,0,0,0,27.5,8.175,20.881,5.9524,V8
1,1,0,0,0,0,1,2,0.70711,3,2,0.70711,11,6,3.5355,11,6,3.5355,13,0,9.1924,8,14,4.2426,15.556,8.5,0,0,13.467,28.533,9.9375,28.5,26.742,19.952,26.742,19.952,24,15,18.636,6.4091,V9
1,1,0,3,0,2.1213,0,2,1.4142,4,2,1.4142,1,1,0,1,1,0,2,0,1.4142,2,1,0.70711,10.2,2.4667,2.4688,9.8438,7.3333,22.444,10.95,28.8,29.167,21.306,29.167,21.306,28.032,11.065,21.129,3.2258,V0
2,2,0,3,0,2.1213,1,2,0.70711,3,3,0,8,9,0.70711,8,9,0.70711,15,8,4.9497,11,11,0,8.8667,2.5,2.5897,10.128,8.7895,23.684,10.634,29.341,23.417,19.833,23.417,19.833,26.871,9.9355,22.918,6.0612,V1
0,0,0,9,12,2.1213,5,4,0.70711,5,4,0.70711,13,4,6.364,13,4,6.364,15,15,0,6,6,0,0,0,4.7407,10.426,11.78,18.366,14.111,19.333,26.744,21.179,26.744,21.179,26.425,9.975,28.077,3.3846,V2
14,4,7.0711,1,1,0,0,3,2.1213,4,3,0.70711,2,2,0,2,2,0,4,0,2.8284,2,2,0,9.2571,2.2286,2.3333,2.6667,11.833,25.952,10.833,27.903,29.518,21.196,29.518,21.196,27.342,12.526,19.806,5.4516,V3
12,6,4.2426,3,0,2.1213,3,10,4.9497,8,13,3.5355,9,9,0,9,9,0,10,3,4.9497,2,3,0.70711,10.836,4.3433,2.8667,9.9778,11.269,23.224,11.234,26.447,26,20.587,26,20.587,24.091,13.891,17.519,9.8148,V4
13,14,0.70711,12,10,1.4142,3,13,7.0711,6,13,4.9497,11,9,1.4142,11,9,1.4142,15,2,9.1924,8,10,1.4142,10.097,3.2258,3.725,9.75,10.714,21.245,10.651,25.047,25.267,19.983,25.267,19.983,26.594,12.781,19.609,5.9565,V5
9,2,4.9497,3,15,8.4853,0,14,9.8995,0,14,9.8995,10,8,1.4142,10,8,1.4142,3,3,0,3,1,1.4142,9.5263,1.7632,4.8824,14.059,10.912,20.588,14.629,25.343,29.211,21.825,29.211,21.825,29.238,11.31,20.943,3.8,V6
12,7,3.5355,12,10,1.4142,1,4,2.1213,1,4,2.1213,4,4,0,4,4,0,0,0,0,0,13,9.1924,10.949,5.6026,3.9464,10.25,10.557,22.423,11.964,25.169,29.947,28.316,29.947,28.316,0,0,16,11.5,V7
13,8,3.5355,15,12,2.1213,2,14,8.4853,3,15,8.4853,0,0,0,0,0,0,13,10,2.1213,13,14,0.70711,11.912,6.6765,6.2727,7.6818,14.426,23.043,14.265,24.184,16,16,16,16,27.321,9.717,19.547,6.5,V8
3,10,4.9497,13,9,2.8284,1,15,9.8995,3,16,9.1924,8,7,0.70711,8,7,0.70711,15,12,2.1213,10,12,1.4142,14.641,7.7949,4.6207,12.862,9.7429,21.543,12.35,27.225,21.6,18.371,21.6,18.371,26.5,10.833,18.741,5,V9
4,4,0,6,3,2.1213,0,3,2.1213,1,3,1.4142,2,2,0,2,2,0,2,2,0,1,2,0.70711,11.433,5.0167,5.2121,11.439,8.0256,22.359,11.143,28.548,29.478,21.913,29.478,21.913,29.242,11,20.615,3.3333,V0
0,0,0,6,5,0.70711,1,5,2.8284,1,5,2.8284,6,9,2.1213,6,9,2.1213,13,4,6.364,8,9,0.70711,0,0,3.9455,11.945,9.6164,23.205,12.196,26.235,25.24,19.82,25.24,19.82,26.643,11.429,23.593,5.5556,V1
3,3,0,11,10,0.70711,6,0,4.2426,0,0,0,14,2,8.4853,14,2,8.4853,15,14,0.70711,15,15,0,15,14,7.623,11.721,13,16,16,16,28.667,22.533,28.667,22.533,27.224,9.0448,21.913,9.5217,V2
8,4,2.8284,3,1,2.8284,0,13,9.1924,0,13,9.1924,2,2,0,2,2,0,3,1,1.4142,3,2,0.70711,11.436,2.7436,8,15.75,10.323,20.96,11.229,26.084,28.827,21.096,28.827,21.096,27.846,11.795,20.395,5.2895,V3
11,10,0.70711,10,6,2.8284,7,9,1.4142,10,11,0.70711,13,12,0.70711,13,12,0.70711,15,8,4.9497,13,14,0.70711,11.619,8.6984,6.2698,11.698,11.422,19.267,11.143,22.214,28.564,22.103,28.564,22.103,30.167,10.111,20.948,4.8966,V4
0,0,0,2,2,2.8284,6,9,2.1213,9,10,0.70711,8,8,0,8,8,0,1,1,0,1,1,0,9.7778,1.8333,2.1786,9.75,10.333,19.861,10.724,22.69,25.844,20.667,25.844,20.667,28.412,11.882,20.25,5.1,V5
14,3,7.7782,1,1,0,0,10,7.0711,0,10,7.0711,1,1,0,1,1,0,2,2,0,3,1,1.4142,9.7297,1.7838,1.3333,1.6667,13.069,24.724,10.426,25.681,28.719,20.938,28.719,20.938,29.464,11.107,20.438,3.8438,V6
13,6,4.9497,6,11,3.5355,0,10,7.0711,0,10,7.0711,15,15,0,15,15,0,0,0,0,0,15,10.607,11.563,6.0704,4.1774,10.339,11.372,19.795,13.854,21.366,29.053,27.895,29.053,27.895,0,0,16,11,V7
3,4,0.70711,4,2,1.4142,3,12,6.364,4,15,7.7782,0,1,0.70711,0,1,0.70711,15,6,6.364,8,8,0,10.892,5.2973,4.05,6.75,14.31,23.759,13.944,25.111,25.444,16.333,25.444,16.333,27.315,12.278,19.933,8.6333,V8
10,9,0.70711,1,1,0,1,9,5.6569,10,10,0,4,3,0.70711,4,3,0.70711,0,0,0,4,2,1.4142,10.158,7.5263,6.6552,12.276,11.436,21.154,10.098,28.353,27,20.848,27,20.848,0,0,17.545,12.727,V9
3,3,0,6,5,0.70711,1,3,1.4142,1,3,1.4142,3,3,0,3,3,0,2,4,1.4142,11,4,4.9497,12.269,6.1346,5.8082,12.342,9.1127,21.394,11.8,27.6,28.808,21.712,28.808,21.712,29.313,10.844,20.852,3.2593,V0
3,3,0,5,8,2.1213,1,4,2.1213,1,4,2.1213,8,10,1.4142,8,10,1.4142,13,6,4.9497,8,8,0,8.4773,3.5682,3.3214,9.9643,9.7432,22.608,12.475,25.55,25.96,20.34,25.96,20.34,27.048,11.145,22.6,7.9333,V1
13,13,0,10,14,2.8284,6,2,2.8284,0,0,0,1,1,0,1,1,0,7,13,4.2426,13,11,1.4142,7.4074,6.2222,7.3934,10.59,10.059,16.647,0,0,25.704,20.333,25.704,20.333,26.264,9.3585,21.303,9.6061,V2
3,3,0,3,3,0,0,3,2.1213,2,3,0.70711,2,2,0,2,2,0,3,4,0.70711,1,2,0.70711,9.1087,2.587,3.8947,5.9474,11.314,24.667,10.556,27.222,29.413,21.652,29.413,21.652,29.277,10.872,21.289,3.5263,V3
10,5,3.5355,3,3,0,3,10,4.9497,13,13,0,9,10,0.70711,9,10,0.70711,15,6,6.364,2,2,0,11.547,4.875,4.7368,11.395,11.064,22.596,9.9367,27.481,25.653,20.458,25.653,20.458,26.134,11.841,16.957,10.435,V4
1,1,0,1,1,0,8,5,2.1213,9,6,2.1213,10,9,0.70711,10,9,0.70711,12,5,4.9497,12,1,7.7782,12.559,4.8824,6.087,11.957,9.3864,20.818,12.077,21.846,24.525,20.225,24.525,20.225,28.846,10.462,21.528,2.3056,V5
13,4,6.364,0,0,0,0,12,8.4853,1,12,7.7782,5,5,0,5,5,0,4,1,2.1213,3,2,0.70711,9.6531,2.7551,3,3,12.44,23.987,13.662,25.4,28.958,21.354,28.958,21.354,26.421,12.632,19.771,6.2571,V6
9,6,2.1213,5,9,2.8284,0,3,2.1213,0,3,2.1213,4,4,0,4,4,0,0,0,0,0,0,0,8.5686,4.8431,4.8939,11.303,9.35,20.688,11.889,24.028,30,29.273,30,29.273,0,0,0,0,V7
13,8,3.5355,13,12,0.70711,3,11,5.6569,4,14,7.0711,0,0,0,0,0,0,13,7,4.2426,12,10,1.4142,12.156,6.2597,7.1852,9.037,12.103,20.69,11.5,25.844,0,0,0,0,26.526,10.632,20.14,6.38,V8
1,1,0,2,14,8.4853,1,14,9.1924,6,15,6.364,6,7,0.70711,6,7,0.70711,7,7,0,6,7,0.70711,2.5,1.3333,1.5758,9.1515,8.5714,22.571,10.413,29.022,24.193,20.018,24.193,20.018,21.042,13.125,19.5,10.857,V9
3,3,0,3,1,1.4142,0,3,2.1213,1,3,1.4142,1,1,0,1,1,0,4,8,2.8284,13,2,7.7782,11.317,5.5854,5.4717,12.264,7.8971,21.397,11.971,28.057,27.607,20.607,27.607,20.607,30.25,10.375,21.81,2.5952,V0
12,9,2.1213,4,10,4.2426,0,13,9.1924,0,13,9.1924,8,8,0,8,8,0,15,9,4.2426,13,13,0,9.4545,8.4545,3.0638,9.8936,10.291,21.64,13.412,23.255,24.48,19.18,24.48,19.18,27.683,10.633,21.841,6.9091,V1
13,13,0,7,11,2.8284,9,1,5.6569,0,0,0,10,9,0.70711,10,9,0.70711,6,15,6.364,15,15,0,9.4091,5.0682,5.6341,11.744,9.8636,16.364,16,16,26,19.939,26,19.939,28.464,9.1594,22.883,7.5833,V2
13,5,5.6569,3,3,0,1,11,7.0711,3,11,5.6569,1,1,0,1,1,0,1,1,0,2,2,0,8.7292,3.2708,2.3333,4.1667,11.706,23.082,11.714,25.352,29.795,22.068,29.795,22.068,26.5,12.406,19.786,6.9286,V3
13,10,2.1213,12,8,2.8284,5,11,4.2426,10,14,2.8284,13,13,0,13,13,0,14,0,9.8995,9,10,0.70711,10.736,6.7586,4.7,10.933,9.8495,20.28,10.714,24.052,27.682,21.5,27.682,21.5,25.635,12.538,19.774,9.8302,V4
2,2,0,2,1,2.1213,6,7,0.70711,12,9,2.1213,1,1,0,1,1,0,2,6,2.8284,2,2,0,10.634,4.1707,3.1515,10.273,11.029,21.647,10.698,23.86,28.96,21.44,28.96,21.44,30.281,10.75,21.805,2.8049,V5
0,0,0,4,2,1.4142,0,6,4.2426,0,6,4.2426,2,2,0,2,2,0,5,8,2.1213,5,5,0,0,0,5.7436,14.718,9.7826,18.826,14.583,21.458,26.595,20.568,26.595,20.568,29.157,9.5294,25.357,3.2857,V6
11,5,4.2426,14,3,7.7782,3,5,1.4142,10,8,1.4142,3,3,0,3,3,0,3,0,2.1213,1,9,5.6569,12.222,6.4861,5.1724,11.655,10.831,22.169,10.226,26.344,26.755,19.679,26.755,19.679,30.5,16,16.267,9.3333,V7
13,12,0.70711,15,11,2.8284,1,15,9.8995,2,16,9.8995,4,4,0,4,4,0,15,9,4.2426,12,12,0,12.283,8.9333,6.0926,8.8889,14.275,22.667,14.313,23.938,23.3,18.2,23.3,18.2,29.444,10.022,20.66,7.26,V8
0,6,4.2426,12,6,4.2426,0,6,4.2426,0,6,4.2426,8,10,1.4142,8,10,1.4142,14,2,8.4853,11,11,0,16,11.5,6.3617,11.936,13.536,20.036,15,21.35,25.621,18.845,25.621,18.845,26.029,14.286,21.098,6.1475,V9
10,10,0,4,13,6.364,0,3,2.1213,1,3,1.4142,1,1,0,1,1,0,2,3,0.70711,10,4,4.2426,10.051,6.4359,4.5469,11.25,7.2791,21.256,11.026,28.795,29.133,21.3,29.133,21.3,29.206,11.206,20.229,7.6571,V0
6,6,0,11,15,2.8284,0,12,8.4853,0,12,8.4853,10,11,0.70711,10,11,0.70711,15,8,4.9497,11,12,0.70711,4.4211,3.3684,5.6543,9.642,12.697,20.773,14.4,22.8,26.931,20.792,26.931,20.792,27.169,11.052,21.985,7.1618,V1
0,0,0,7,4,2.1213,2,7,3.5355,3,9,4.2426,12,6,4.2426,12,6,4.2426,11,15,2.8284,4,4,0,0,0,4.56,12.82,10.314,22.343,12.894,26.468,27,19.962,27,19.962,27.614,10.011,28.25,3.5,V2
14,14,0,8,13,3.5355,0,15,10.607,0,15,10.607,11,10,0.70711,11,10,0.70711,15,2,9.1924,10,10,0,9.6863,3,7.7895,10,12.216,21.73,13.182,24.295,28.135,20.595,28.135,20.595,28.5,11.472,20.273,5.0303,V3
13,13,0,13,12,0.70711,5,11,4.2426,9,16,4.9497,6,5,0.70711,6,5,0.70711,15,10,3.5355,13,14,0.70711,10.94,8.7015,6.3226,10.731,10.137,20.055,9.7671,25.027,24.789,18.31,24.789,18.31,28.282,11.211,21.273,6.6465,V4
11,11,0,12,7,3.5355,12,4,5.6569,2,2,0,12,10,1.4142,12,10,1.4142,15,6,6.364,13,13,0,10.914,4.3429,4,10.556,9.6765,17.529,15.333,17.333,25.149,19.298,25.149,19.298,26.234,12.109,21.667,3.0952,V5
9,15,4.2426,3,1,2.8284,14,2,8.4853,1,1,0,12,9,2.1213,12,9,2.1213,15,2,9.1924,10,11,0.70711,12.316,4.1053,9.4286,15.229,8.1163,16.884,15.667,16.667,25.264,19.923,25.264,19.923,26.547,12.453,20.4,5.2182,V6
13,10,2.1213,15,11,2.8284,2,13,7.7782,2,13,7.7782,13,13,0,13,13,0,0,0,0,0,15,10.607,10.897,5.9706,3.3778,9.9333,10.989,22.494,12.067,24.56,28.481,26.111,28.481,26.111,0,0,16,14,V7
12,12,0,11,12,0.70711,0,5,3.5355,1,6,3.5355,0,0,0,0,0,0,10,9,0.70711,12,11,0.70711,8.8636,3.1364,4.6667,11.083,5.0588,18.706,5.125,29.125,0,0,0,0,28.087,6.4783,22.65,3.2,V8
14,14,0,14,13,0.70711,0,8,5.6569,0,8,5.6569,1,1,0,1,1,0,3,14,7.7782,15,14,0.70711,9.1042,7.1875,5.8163,9.3469,15,19.5,15.316,20.316,28.207,20.931,28.207,20.931,28.419,10.721,25.882,3.7647,V9
2,2,0,1,1,0,0,3,2.1213,3,3,0,1,1,0,1,1,0,2,6,2.8284,12,3,6.364,12.675,5.925,5.8718,12.795,7.5333,21.267,10.511,29.447,28.724,20.655,28.724,20.655,30.211,10.211,21.434,2.8113,V0
14,14,0,9,13,2.8284,0,13,9.1924,0,13,9.1924,12,11,0.70711,12,11,0.70711,11,1,7.0711,1,1,0,5.381,4.0476,4.7595,9.7468,11.824,21.077,13.804,22.786,25.385,20.675,25.385,20.675,22.795,14.641,16.5,15.5,V1
0,0,0,2,0,1.4142,3,9,4.2426,6,12,4.2426,12,8,2.8284,12,8,2.8284,6,1,3.5355,8,12,2.8284,0,0,2,15.286,9.2794,22.25,12.017,26.678,25.05,20.15,25.05,20.15,21.345,14.034,22.149,6.4681,V2
12,13,0.70711,10,7,2.1213,1,15,9.8995,5,15,7.0711,11,10,0.70711,11,10,0.70711,15,2,9.1924,10,11,0.70711,10.25,3.7778,4.4918,10.361,12.213,21.872,12.337,24.802,26.647,20.059,26.647,20.059,27.729,11.917,20.792,4.283,V3
7,6,0.70711,1,1,0,3,13,7.0711,10,16,4.2426,10,10,0,10,10,0,14,5,6.364,13,13,0,12.833,11.458,9.8696,13.174,10.842,21.447,10.4,27.94,26.4,20.689,26.4,20.689,28.579,10.789,22.917,5.5417,V4
9,10,0.70711,8,4,2.8284,7,6,0.70711,4,1,2.1213,5,5,0,5,5,0,9,5,2.8284,12,11,0.70711,11.595,5.5676,5.7273,11.932,7.0909,18.455,5.2727,28,26.711,20.111,26.711,20.111,27.543,12.065,21.25,4.9688,V5
5,3,1.4142,1,1,0,7,3,2.8284,7,3,2.8284,7,6,0.70711,7,6,0.70711,2,6,2.8284,9,2,4.9497,9.283,2.3019,1.4,2.2,11,21.349,13.154,21.692,28.705,21.659,28.705,21.659,30.359,10.205,22.612,2.3469,V6
8,8,0,2,2,0,4,2,1.4142,7,2,3.5355,2,2,0,2,2,0,0,0,0,4,7,2.1213,12.293,7.6341,7.7119,13.051,9.9118,22.324,11.091,26.727,30.889,29.778,30.889,29.778,0,0,17.833,7.3611,V7
14,6,5.6569,15,13,1.4142,0,16,11.314,1,16,10.607,0,0,0,0,0,0,10,7,2.1213,13,13,0,11.526,5.6538,6.6667,7.7222,15.042,23.521,15.064,24.319,16,16,16,16,28.104,8.4583,20.026,6.2763,V8
2,3,0.70711,8,7,0.70711,0,10,7.0711,0,10,7.0711,7,7,0,7,7,0,6,6,0,13,7,4.2426,14.65,10.2,5.6111,12.963,11.683,20.05,14.094,22.438,26.175,20.228,26.175,20.228,27.261,7.087,21.763,3.7895,V9
2,2,0,1,1,0,0,4,2.8284,0,4,2.8284,1,1,0,1,1,0,2,8,4.2426,13,3,7.0711,12.794,6.4706,5.85,12.75,8.1395,22.698,11.425,28.55,28.077,20.885,28.077,20.885,30.528,9.8611,21.981,3.0577,V0
3,4,0.70711,5,2,2.1213,1,3,1.4142,2,3,0.70711,8,9,0.70711,8,9,0.70711,13,6,4.9497,9,10,0.70711,5.4167,3.0417,2.58,9.22,9.2708,23.938,11.469,27.592,25.358,20.403,25.358,20.403,27.385,10.892,21.958,7.9375,V1
0,0,0,7,5,1.4142,6,6,0,6,6,0,15,15,0,15,15,0,7,7,0,8,11,2.1213,0,0,4.5778,13.067,11.059,20.255,13,21.793,24.411,22.214,24.411,22.214,21.2,13.7,23.947,5.7368,V2
14,8,4.2426,4,4,0,0,2,1.4142,1,2,0.70711,4,5,0.70711,4,5,0.70711,2,0,1.4142,2,1,0.70711,8.475,5.4,2.625,3,10.386,21.545,11.275,26.975,30,21.81,30,21.81,25.708,13.417,18.769,9.5385,V3
11,12,0.70711,8,4,2.8284,2,14,8.4853,3,16,9.1924,1,1,0,1,1,0,15,9,4.2426,13,13,0,11.667,6.1222,6.1842,11.882,10.159,20.009,13.891,23.022,21.923,16.231,21.923,16.231,26.041,11.214,20.758,7.8132,V4
10,11,0.70711,12,3,6.364,8,8,0,8,16,5.6569,11,10,0.70711,11,10,0.70711,4,6,1.4142,12,12,0,10.872,4.8462,5.1081,11.162,9.9143,19.371,8.5278,26.056,28.351,20.432,28.351,20.432,27.387,11.742,21.132,5.1579,V5
1,1,0,0,0,0,10,5,3.5355,0,5,3.5355,6,7,0.70711,6,7,0.70711,3,2,0.70711,2,2,0,11.935,2.7742,0,0,10.472,19.038,14.765,19.294,29.044,22.074,29.044,22.074,25.865,12.703,19.719,5.5938,V6
11,4,4.9497,14,4,7.0711,0,15,10.607,0,15,10.607,14,14,0,14,14,0,0,0,0,2,5,2.1213,11.288,4.9545,3.7941,10.882,11.791,22.97,11.318,25.364,27.9,26,27.9,26,17,16,16.692,10.808,V7
13,10,2.1213,14,13,0.70711,2,14,8.4853,3,16,9.1924,4,3,0.70711,4,3,0.70711,15,7,5.6569,10,10,0,10.975,7.0127,6.6061,8.1212,14.25,21.977,14.043,23.745,21.276,17.138,21.276,17.138,27.25,11.538,18.947,8.8421,V8
0,0,0,7,9,1.4142,0,2,1.4142,0,2,1.4142,11,9,1.4142,11,9,1.4142,8,12,2.8284,10,11,0.70711,0,0,4.28,11.68,11.469,22.188,13.105,24.789,27.756,21.244,27.756,21.244,25.314,10.943,23.293,5.3659,V9
2,2,0,6,8,1.4142,0,4,2.8284,1,4,2.1213,3,3,0,3,3,0,3,0,2.1213,2,1,0.70711,10.297,3.027,3.9483,11.603,9.9,22.329,11.893,26.875,30,22.448,30,22.448,27.742,11.774,21.083,3.4444,V0
0,0,0,6,4,1.4142,0,6,4.2426,0,6,4.2426,7,8,0.70711,7,8,0.70711,12,8,2.8284,10,10,0,0,0,4.9796,13.959,10.136,20.966,13.558,24.302,25.431,20.477,25.431,20.477,27.698,11.27,22.757,5.4189,V1
2,2,0,7,11,2.8284,4,8,2.8284,4,8,2.8284,14,14,0,14,14,0,7,3,2.8284,5,9,2.8284,5.25,5,3.7286,10.229,10.381,22.214,12.74,24.68,25.06,21.855,25.06,21.855,22.128,13.692,20.549,6.8627,V2
14,5,6.364,1,1,0,1,11,7.0711,1,11,7.0711,2,2,0,2,2,0,2,0,1.4142,2,2,0,8.9737,3.0526,1.3333,1.6667,12.106,22.766,12.306,25.51,30.195,22.22,30.195,22.22,26.862,12.345,20.08,7,V3
12,11,0.70711,14,8,4.2426,4,12,5.6569,9,13,2.8284,12,10,1.4142,12,10,1.4142,15,5,7.0711,13,14,0.70711,10.397,7.5397,4.6667,11.15,10.676,20.932,11.27,23.892,27.7,21.125,27.7,21.125,27.929,10.107,22.471,7.3143,V4
2,2,0,5,11,4.2426,0,3,2.1213,11,5,4.2426,6,7,0.70711,6,7,0.70711,2,0,1.4142,1,2,0.70711,9.68,2.52,2.6889,9.7778,9.6441,21.729,10.745,24.681,29.311,22.422,29.311,22.422,25.261,12.522,19.469,4.5938,V5
6,2,2.8284,0,0,0,0,11,7.7782,1,11,7.0711,3,3,0,3,3,0,6,9,2.1213,2,3,0.70711,10.919,2.1622,0,0,12.726,24.435,14,25.346,26.745,20.149,26.745,20.149,29.191,10.794,22.152,2.9565,V6
12,8,2.8284,8,9,0.70711,0,16,11.314,0,16,11.314,5,5,0,5,5,0,14,0,9.8995,3,3,0,11.013,5.6579,4.7831,11.386,11.651,19.771,15,22.553,25.111,18.407,25.111,18.407,23.286,15.714,16.846,11.269,V7
15,14,0.70711,15,15,0,1,15,9.8995,4,16,8.4853,3,3,0,3,3,0,15,9,4.2426,11,12,0.70711,11.272,6.1304,8.7143,9.5714,14.429,23.268,14.213,24.852,21.531,17.125,21.531,17.125,27.444,11.347,19.743,6.6571,V8
0,0,0,1,0,0.70711,2,2,0,3,2,0.70711,7,7,0,7,7,0,3,0,2.1213,5,11,4.2426,0,0,1.5,12,10.667,25.389,11.063,27.969,29.444,21.8,29.444,21.8,23.958,13.958,21.085,6.2373,V9
5,5,0,5,4,0.70711,0,4,2.8284,0,4,2.8284,1,1,0,1,1,0,3,3,0,3,2,0.70711,11.829,5.2683,3.9167,10.806,8.7813,22.875,11.84,27.54,29.341,20.927,29.341,20.927,29.277,11.17,21.635,3.0769,V0
0,0,0,2,1,0.70711,0,5,3.5355,7,5,1.4142,9,10,0.70711,9,10,0.70711,13,13,0,12,12,0,0,0,2,15.5,10.269,24.923,10.578,29.313,24.925,20.333,24.925,20.333,26.765,11.059,23.411,5.7534,V1
0,0,0,6,5,0.70711,2,10,5.6569,5,12,4.9497,14,11,2.1213,14,11,2.1213,8,3,3.5355,6,11,3.5355,0,0,4.8,13.114,11,22.9,12.133,27.167,26.74,22.36,26.74,22.36,23.587,12.761,23.429,5.7714,V2
13,6,4.9497,4,3,0.70711,1,13,8.4853,7,14,4.9497,4,4,0,4,4,0,6,1,3.5355,5,3,1.4142,9.7857,3.1286,2.5517,5.5862,12.753,23.484,12.481,25.769,28.506,21.291,28.506,21.291,26.849,12.547,19.776,6.069,V3
8,8,0,12,5,4.9497,7,9,1.4142,12,16,2.8284,12,12,0,12,12,0,15,8,4.9497,13,14,0.70711,13.346,11.846,7.1486,11.676,10.774,19.547,8.8358,25.627,27.545,21.6,27.545,21.6,29.667,10.381,21.679,6.6282,V4
3,3,0,6,12,4.2426,7,5,1.4142,7,5,1.4142,2,2,0,2,2,0,2,0,1.4142,2,1,0.70711,9.3958,2.375,3.5319,8.6809,10.959,20.673,13,21.231,29.846,22.41,29.846,22.41,27,12.115,19.452,4.6452,V5
0,0,0,0,0,0,0,13,9.1924,0,13,9.1924,8,7,0.70711,8,7,0.70711,4,0,2.8284,10,10,0,0,0,0,0,12.231,23.026,14.917,25.333,29.431,21.745,29.431,21.745,23.95,14.1,21.975,4.675,V6
11,12,0.70711,15,7,5.6569,3,13,7.0711,5,16,7.7782,15,14,0.70711,15,14,0.70711,0,0,0,1,5,2.8284,11.941,6.1275,5.2237,11.355,10.685,21.508,12.515,24.722,26.512,23.28,26.512,23.28,0,0,16.167,9.5,V7
14,7,4.9497,15,13,1.4142,1,15,9.8995,5,16,7.7782,0,0,0,0,0,0,9,7,1.4142,9,10,0.70711,10.493,5.9315,4.85,6.15,15.094,23.406,12.945,26.273,24.143,16,24.143,16,26.717,12.267,18.756,8.7111,V8
15,10,3.5355,8,13,3.5355,1,4,2.1213,1,4,2.1213,4,5,0.70711,4,5,0.70711,3,0,2.1213,10,8,1.4142,6.2857,4.8571,5.04,9.4,11.621,23.333,13.022,25.6,29.889,21.356,29.889,21.356,25.14,12.263,21.02,8.6078,V9
4,4,0,5,2,2.1213,0,6,4.2426,0,6,4.2426,3,3,0,3,3,0,3,7,2.8284,12,3,6.364,11.41,5.1967,4.5909,10.576,9.7733,23.52,12.3,26.14,28.261,21.174,28.261,21.174,30.041,10.347,21.46,3.2222,V0
3,3,0,8,8,0,0,3,2.1213,0,3,2.1213,8,11,2.1213,8,11,2.1213,13,11,1.4142,11,13,1.4142,5.6,5.4,5.678,9.7966,11.016,23.391,12.6,26.125,25.038,20.923,25.038,20.923,27.667,9.1667,22.609,5.7826,V1
0,0,0,9,11,1.4142,6,6,0,6,6,0,15,14,0.70711,15,14,0.70711,11,11,0,11,12,0.70711,6,6,5.549,9.6863,11.532,20.213,13.179,21.429,26.852,21.525,26.852,21.525,22.848,12.891,24.538,5.3846,V2
11,4,4.9497,3,1,1.4142,0,13,9.1924,7,13,4.2426,7,6,0.70711,7,6,0.70711,6,1,3.5355,3,4,0.70711,10.344,2.9375,2.3846,4.6154,12.473,23.785,12.077,26.256,28.561,20.697,28.561,20.697,26.949,12.186,19.981,5.6415,V3
11,11,0,8,5,2.1213,7,9,1.4142,11,16,3.5355,12,12,0,12,12,0,15,0,10.607,12,12,0,11.867,8.5467,6.169,11.563,8.1791,19.299,7.95,25.95,26.463,21.478,26.463,21.478,28.564,10.769,20.704,5.4444,V4
1,1,0,2,1,2.1213,1,13,8.4853,1,13,8.4853,8,7,0.70711,8,7,0.70711,3,2,0.70711,2,1,0.70711,10.273,3.2121,2.9333,10.233,9.4118,19.941,14.765,23,26.19,20.524,26.19,20.524,29.394,10.848,21.893,2.5357,V5
5,14,6.364,0,0,0,13,3,7.0711,2,2,0,14,14,0,14,14,0,15,2,9.1924,11,12,0.70711,14.211,3,16,16,8.475,17.75,15.333,17.333,27.212,21.323,27.212,21.323,28.024,11.537,21.222,3.1111,V6
10,10,0,15,4,7.7782,4,12,5.6569,8,16,5.6569,13,12,0.70711,13,12,0.70711,0,0,0,2,9,4.9497,12.342,6.3797,5.2381,11.619,11.06,21.71,11.541,24.724,27.34,24.08,27.34,24.08,17,16,16.818,9.9091,V7
12,8,2.8284,15,11,2.8284,3,13,7.0711,3,16,9.1924,5,3,1.4142,5,3,1.4142,15,12,2.1213,14,14,0,12.246,7.1594,7,9.1379,13.511,21.936,13.455,23.5,21.172,16.931,21.172,16.931,26.962,10.577,21.37,4.2222,V8
15,7,5.6569,11,14,2.1213,0,1,0.70711,0,1,0.70711,10,9,0.70711,10,9,0.70711,5,7,1.4142,6,6,0,8.1034,4.5172,6.9189,9.2973,12.95,20.6,14,22.917,28.094,22,28.094,22,23.724,12.448,18.64,8.84,V9
2,2,0,2,2,0,0,5,3.5355,3,5,1.4142,2,2,0,2,2,0,2,5,2.1213,5,2,2.1213,11.469,3.9388,4.9286,12,8.5,22.732,11.145,28.484,29.608,22.02,29.608,22.02,28.897,10.744,21.444,3.3148,V0
